,location,name,span,verb
22046,82423,Harry,"Harry felt the bike drop a little, though the lights down on the ground still",felt
22047,82428,Harry,And then Harry saw him.,saw
22048,82432,Hagrid,Hagrid let out a bellow of fear and steered the motorbike into a vertical dive.,let
22049,82433,Harry,"Clinging on for dear life, Harry sent Stunning Spells flying at random into the",sent
22050,82439,Harry,Harry had no idea which way was,had
22051,82449,Harry,"Barely gripping the plummeting bike with his knees, Harry heard Volde-",heard
22052,82451,Voldemort,where Voldemort was,was
22053,82457,Voldemort,"fury the remaining Death Eater yelled; Voldemort screamed, “",screamed
22054,82458,Harry,Harry found his nose an inch from the dragon-fire button.,found
22055,82462,Harry,"Harry called, holding on to the bike for dear life.",called
22056,82467,Harry,"dlebars, Harry could see nothing but distant lights growing nearer and nearer.",see
22057,82475,Voldemort,And then Voldemort vanished.,vanished
22058,82476,Harry,Harry looked down and saw Hagrid spread-,looked
22059,82484,Harry,Harry struggled to raise himself out of the debris of metal and,struggled
22060,82487,Voldemort,where Voldemort had gone,gone
22061,82501,Harry,Harry did not recognize the man’s voice.,recognize
22062,82529,Harry,Harry sat up too quickly,sat
22063,82532,Tonks,"“Easy, now,” said Ted Tonks, placing a hand on Harry’s shoulder and push¬",said
22064,82543,Ted,” said Ted sharply.,said
22065,82547,Harry,"“They knew,” said Harry.",said
22066,82548,Tonks,Ted Tonks looked up at the ceiling as though he could see through to the,looked
22067,82557,Harry,what Harry visualized,visualized
22068,82562,Hagrid,when a door opened and Hagrid squeezed through it,squeezed
22069,82573,Harry,Harry broke off.,broke
22070,82577,Ted,"Ted, tapping it on Harry’s arm",tapping
22071,82583,Bellatrix,sister Bellatrix became much less pronounced.,became
22072,82589,Hagrid,Hagrid said you were am¬,said
22073,82591,Harry,"“I don’t know,” said Harry.",said
22074,82600,Tonks,Tonks will,will
22075,82602,Ted,"“Dora’ll be okay’Dromeda,” said Ted.",said
22076,82608,Harry,"‘Yeah, we do,” said Harry.",said
22077,82624,Hagrid,"Hagrid came after them, bending low to avoid hitting his",came
22078,82628,Tonks,"Mr. Tonks was pointing to a small, silver-backed hairbrush lying on the",pointing
22079,82631,Hagrid,"Wait a moment,” said Hagrid, looking around.",said
22080,82632,Hedwig,where’s Hedwig,’s
22081,82633,Harry,"... she got hit,” said Harry.",said
22082,82638,Hagrid,Hagrid reached out a great hand and patted him painfully on the shoulder.,reached
22083,82642,Hagrid,and Hagrid only just got his forefinger to it in time.,got
22084,82647,Seconds,Seconds later Harry’s feet slammed into hard ground and he fell onto,slammed
22085,82651,Harry,"ing aside the no longer glowing hairbrush, Harry stood up, swaying slightly,",stood
22086,82652,Weasley,Mrs. Weasley and Ginny running down the steps by the back door as,running
22087,82653,Hagrid,"Hagrid, who had also collapsed on landing, clambered laboriously to his feet.",clambered
22088,82658,Weasley,cried Mrs. Weasley.,cried
22089,82660,Harry,Harry panted.,panted
22090,82663,Harry,"The Death Eaters were waiting for us,” Harry told her.",told
22091,82675,Harry,"crooked house, Harry knew that she wanted to hide her face.",knew
22092,82678,Ron,"“Ron and Tonks should have been back first, but they missed their Portkey,",been
22093,82682,Dad,been Dad and Fred,been
22094,82684,George,"if they made it, George and Lupin ought to",ought
22095,82686,Weasley,"Mrs. Weasley reappeared carrying a bottle of brandy, which she handed to",reappeared
22096,82691,Lupin,"Lupin and George appeared, spinning and then falling.",appeared
22097,82692,Harry,Harry knew immedi¬,knew
22098,82693,Lupin,"ately that there was something wrong: Lupin was supporting George, who was",supporting
22099,82695,Harry,Harry ran forward and seized George’s legs.,ran
22100,82699,Ginny,"As the lamplight fell across George’s head, Ginny gasped",gasped
22101,82706,Weasley,Mrs. Weasley bent over her son than Lupin grabbed Harry,bent
22102,82708,Hagrid,where Hagrid was still attempting to ease his bulk through the back door.,attempting
22103,82709,Hagrid,” said Hagrid indignantly.,said
22104,82712,Lupin,Lupin ignored him.,ignored
22105,82713,Potter,that Harry Potter visited my,visited
22106,82717,Lupin,Lupin released Harry and fell back against a kitchen cupboard.,released
22107,82728,Lupin,"Lupin, looking up at Hagrid",looking
22108,82732,Harry,said Harry.,said
22109,82739,Lupin,” said Lupin sharply.,said
22110,82742,Harry,Harry explained briefly how the Death Eaters pursuing them had seemed,explained
22111,82745,Hagrid,Hagrid had reached the sanctuary of Tonks’s parents.,reached
22112,82749,Harry,Harry tried to remember,tried
22113,82752,Shunpike_You,Shunpike_You know,know
22114,82757,Lupin,Lupin looked aghast.,looked
22115,82763,Stan,Stan’s not himself and if I stunned him and,’s
22116,82766,Harry,"mus saved me from Voldemort two years ago,” Harry added defiantly.",added
22117,82769,Hermione,"Hermione flung herself into Harry’s arms,",flung
22118,82770,Kingsley,but Kingsley showed no pleasure at the sight of any of them.,showed
22119,82774,Lupin,"‘Yes, Harry,” said Lupin with painful restraint, “and a great number of",said
22120,82781,Harry,” said Harry angrily.,said
22121,82782,Lupin,"Of course not,” said Lupin, “but the Death Eaters—frankly, most people!—",said
22122,82789,Harry,” said Harry.,said
22123,82792,Hagrid,Hagrid staggered to a chair and sat down,staggered
22124,82794,Harry,"his mingled oaths and apologies, Harry addressed Lupin again.",addressed
22125,82795,George,‘Will George be okay?’,be
22126,82803,Lupin,Lupin dived for the back door; Harry,dived
22127,82805,Harry,as Harry ran toward them,ran
22128,82808,Hermione,Hermione flung herself into,flung
22129,82809,Kingsley,"Harry’s arms, but Kingsley showed no pleasure at the sight of any of them.",showed
22130,82810,Harry,Over Hermione’s shoulder Harry saw him raise his wand and point it at Lupin’s,saw
22131,82812,Dumbledore,Albus Dumbledore spoke to the pair of us,spoke
22132,82813,Harry,“Harry is the best hope we have.,is
22133,82814,Lupin,"Trust him,” said Lupin calmly.",said
22134,82816,Kingsley,"” said Kingsley, stowing his wand back beneath his cloak.",said
22135,82824,Hermione,Hermione stifled a little moan behind her hand.,stifled
22136,82825,Lupin,Lupin asked Kingsley.,asked
22137,82826,Kingsley,"Kingsley reeled off, “and",reeled
22138,82832,Kingsley,” said Kingsley.,said
22139,82839,Kingsley,Kingsley let out a mirthless laugh.,let
22140,82846,George,Where’s George?”,’s
22141,82847,Lupin,"He lost an ear,” said Lupin.",said
22142,82849,Lupin,"“Snape’s work,” said Lupin.",said
22143,82861,Ron,Where was Ron?,was
22144,82862,Fred,Where were Fred and Mr. Weasley?,were
22145,82863,Bill,"Where were Bill, Fleur, Tonks, Mad-Eye, and Mundungus?",were
22146,82866,Harry,"Glad of something to do, Harry pulled him free, then",pulled
22147,82868,Harry,by the lamplight Harry saw a,saw
22148,82871,Weasley,"Mrs. Weasley looked around and said, “I can’t make it grow back, not when",looked
22149,82875,Harry,"‘""Yeah,” said Harry.",said
22150,82877,Ginny,Ginny asked.,asked
22151,82878,Hermione,"“Hermione and Kingsley,” said Harry.",said
22152,82879,Ginny,Ginny whispered.,whispered
22153,82897,Weasley,Mr. Weasley dropped to his knees beside George.,dropped
22154,82905,Weasley,” whispered Mrs. Weasley.,whispered
22155,82914,Weasley,Mrs. Weasley sobbed harder than ever.,sobbed
22156,82920,George,"Ah well,” said George, grinning at his tear-soaked mother.",said
22157,82925,Harry,"Harry, moving closer to the sofa",moving
22158,82928,Weasley,"They’re not back yet, George,” said Mrs. Weasley.",said
22159,82931,Harry,Harry glanced at Ginny and motioned her to accompany him back outside.,glanced
22160,82934,Ron,“Ron and Tonks should be back by now,be
22161,82935,Muriel,Auntie Muriel’s not that far from here.”,’s
22162,82936,Harry,Harry said nothing.,said
22163,82941,Ginny,"steps into the dark yard, Ginny took his hand.",took
22164,82942,Kingsley,"Kingsley was striding backward and forward, glancing up at the sky every",striding
22165,82946,Hagrid,"Hagrid, Hermione, and Lupin stood shoulder to shoulder,",stood
22166,82959,Tonks,Tonks cried as she staggered off the broom into Lupin’s arms.,cried
22167,82961,Ron,Ron tripped dazedly,tripped
22168,82963,Hermione,before Hermione flew at him and hugged him,flew
22169,82966,Ron,"Ron, patting her on the back",patting
22170,82976,Hermione,"Hermione, gazing up at Ron with her arms still around his",gazing
22171,82986,Lupin,Lupin sounded almost angry at,sounded
22172,82988,Tonks,"“Bellatrix,” said Tonks.",said
22173,82997,Tonks,"Tonks asked, turning to Harry, Hermione,",asked
22174,83003,Kingsley,"an hour ago,” said Kingsley finally, after a last sweeping gaze at the sky.",said
22175,83006,Lupin,Lupin nodded.,nodded
22176,83007,Kingsley,"With a wave to the others, Kingsley walked away into the",walked
22177,83009,Harry,Harry thought he heard the faintest pop as Kingsley,thought
22178,83014,Weasley,"Thank you,” said Mrs. Weasley, “for our sons.",said
22179,83015,Tonks,"“Don’t be silly, Molly,” said Tonks at once.",said
22180,83016,George,How’s George?,’s
22181,83030,Harry,Harry felt as though something inside him,felt
22182,83043,Lupin,” said Lupin.,said
22183,83045,Harry,Harry could not quite comprehend it.,comprehend
22184,83051,George,George were laughing together.,laughing
22185,83052,Fred,"” said Fred, scanning their faced as they entered.",said
22186,83056,Weasley,"Mad-Eye,” said Mr. Weasley.",said
22187,83065,Harry,"Mad-Eye, Harry knew, his favorite and his protege at the Ministry of Magic.",knew
22188,83068,Bill,Bill walked over to the sideboard and pulled out a bottle of firewhisky and,walked
22189,83075,Hagrid,"Mad-Eye,” echoed Hagrid, a little late, with a hiccup.",echoed
22190,83080,Lupin,"” said Lupin, who had drained his own glass",said
22191,83086,Bill,"I know what you’re thinking,” said Bill, “",said
22192,83095,Dung,Dung panicked,panicked
22193,83102,Harry,the real Harry to be with the toughest,be
22194,83118,Hagrid,Hagrid hiccuping from behind his handkerchief,hiccuping
22195,83119,Harry,"Harry glanced at Hagrid, who had just risked his own life to save Harry’s—",glanced
22196,83122,Harry,"No,” Harry said out loud, and they all looked at him, surprised.",said
22197,83126,Harry,",” Harry went on, “and let something slip",went
22198,83134,Harry,They were all looking at him; Harry felt,felt
22199,83140,Fred,said Fred unexpectedly,said
22200,83141,George,"‘Yeah, ’ear, ’ear,” said George, with half a glance at Fred, the corner of whose",said
22201,83143,Lupin,Lupin was wearing an odd expression as he looked at Harry.,wearing
22202,83147,Lupin,"No, I think you’re like James,” said Lupin, “who would have regarded it as",said
22203,83153,Lupin,"but Lupin had turned away from him, set down his glass upon a side table, and",turned
22204,83158,Bill,"No,” said Bill at once, “",said
22205,83159,Tonks,” said Tonks and Fleur together.,said
22206,83160,Lupin,"Mad-Eye’s body,” said Lupin.",said
22207,83162,Weasley,” began Mrs. Weasley with an appealing look at Bill.,began
22208,83163,Bill,” said Bill.,said
22209,83166,Lupin,Lupin and Bill said good bye and left.,said
22210,83171,Harry,"“I’ve got to go to,” said Harry.",said
22211,83173,Weasley,"“Don’t be silly, Harry,” said Mrs. Weasley, “What are you talking about?",said
22212,83180,Weasley,” said Mrs. Weasley.,said
22213,83183,Fleur,And Fleur’s agreed to get,agreed
22214,83187,Voldemort,If Voldemort finds out I’m here—,finds
22215,83189,Weasley,"There are a dozen places you might be now, Harry,” said Mr. Weasley.",said
22216,83192,Harry,” said Harry.,said
22217,83193,Weasley,",” said Mr. Weasley quietly, “",said
22218,83203,Harry,Harry bellowed.,bellowed
22219,83211,Hedwig,"Where’s Hedwig, Harry?",’s
22220,83218,Hagrid,"yeh did it again, Harry,” said Hagrid.",said
22221,83221,Harry,"It wasn’t me,” said Harry flatly.",said
22222,83225,Hermione,"After a few moments, Hermione said gently, “",said
22223,83227,Harry,"No,” said Harry.",said
22224,83234,Weasley,"Often,” said Mr. Weasley, “when you’re in a pressured situation you can",said
22225,83238,Harry,"It wasn’t like that,” said Harry, through gritted teeth.",said
22226,83255,Harry,Harry stopped at the,stopped
22227,83264,Harry,where Harry could never talk to them again,talk
22228,83288,Harry,And Harry saw the white hand raise its want and felt Voldemort’s surge of,saw
22229,83291,Harry,"It was over as quickly as it had come: Harry stood shaking in the darkness,",stood
22230,83294,Ron,that Ron and Hermione were at his,were
22231,83296,Hermione,"“Harry, come back in the house,” Hermione whispered.",whispered
22232,83299,Ron,"Yeah, you’ve got to stay, mate,” said Ron, thumping Harry on the back.",said
22233,83300,Hermione,"Hermione asked, close enough now to look into Harry’s",asked
22234,83303,Harry,"Well,” said Harry shakily, “",said
22235,83304,Ron,"When he had finished telling them what he had seen, Ron looked appalled,",looked
22236,83321,Harry,followed; Harry kept expecting to see him stumping in through the,kept
22237,83324,Harry,Harry felt that nothing but action would assuage his feelings of,felt
22238,83334,Harry,"No,” Harry admitted.",admitted
22239,83338,Weasley,They were sitting at the breakfast table; Mr. Weasley and Bill had just left,left
22240,83340,Weasley,"Mrs. Weasley had gone upstairs to wake Hermione and Ginny, while",gone
22241,83342,Harry,"The Trace’ll break on the thirty-first,” said Harry.",said
22242,83346,Ron,"Five days,” Ron corrected him firmly.",corrected
22243,83353,Harry,Harry understood “they” to mean Fleur and Mrs. Weasley.,understood
22244,83356,Ron,"“’Course they don’t,” said Ron.",said
22245,83367,Dumbledore,"Dumbledore told you not to tell anyone except us, they",told
22246,83377,Ron,“Ron and Hermione seem to think that the three of you are dropping out of,seem
22247,83379,Harry,"Oh,” said Harry.",said
22248,83384,Weasley,” said Mrs. Weasley.,said
22249,83385,Dumbledore,"Well, Dumbledore left me ...",left
22250,83390,Arthur,Arthur and I have a right to know,have
22251,83392,Harry,Harry had been afraid of,been
22252,83398,Dumbledore,"Dumbledore didn’t want anyone else to know, Mrs. Weasley.",want
22253,83400,Hermione,and Hermione don’t have to come,have
